postcode,name,longitude,latitude
"PO37","Luccombe Village, Isle of Wight",50.632,-1.177
"PO38","Bierley, Isle of Wight",50.604,-1.241
"PO39","Totland, Isle of Wight",50.68,-1.538
"PO4","Eastney, Portsmouth",50.79,-1.062
"PO40","Easton, Isle of Wight",50.682,-1.52
"PO41","Cranmore, Isle of Wight",50.699,-1.477
"PO5","Portsmouth, Portsmouth",50.789,-1.085
"PO6","Cosham, Portsmouth",50.846,-1.069
"PO7","Anthill Common, Hampshire",50.882,-1.038
"PO8","Blendworth, Hampshire",50.911,-1.012
"PO9","Bedhampton, Hampshire",50.863,-0.982
"PR1","Fishwick, Lancashire",53.757,-2.701
"PR11AA","Bickley, Greater London",53.7537,-2.708
"PR11AD","Bickley, Greater London",53.7544,-2.7087
"PR11AH","Bickley, Greater London",53.7596,-2.6995
"PR11AQ","Bickley, Greater London",53.7525,-2.7073
"PR11AZ","Bickley, Greater London",53.7596,-2.6995
"PR11BA","Bickley, Greater London",53.7634,-2.7047
"PR2","Elston, Lancashire",53.778,-2.708
"PR25","Elston, Lancashire",53.694,-2.693
"PR26","Elston, Lancashire",53.687,-2.74
"PR3","Barton, Lancashire",53.869,-2.716
"PR4","Becconsall, Lancashire",53.754,-2.833
"PR5","Bamber Bridge, Lancashire",53.731,-2.656
"PR6","Abbey Village, Lancashire",53.667,-2.609
"PR7","Charnock Richard, Lancashire",53.645,-2.652
"PR8","Ainsdale, Merseyside",53.626,-3.01
"PR9","Banks, Lancashire",53.66,-2.968
"RG1","Reading, Berkshire",51.454,-0.969
"RG10","Cockpole Green, Berkshire",51.48,-0.862
"RG12","Easthampstead, Berkshire",51.407,-0.749
"RG14","Donnington, Berkshire",51.399,-1.322
"RG17","Avington, Berkshire",51.44,-1.488
"RG18","Cold Ash, Berkshire",51.433,-1.242
"RG19","Ashford Hill, Hampshire",51.394,-1.241
"RG2","Arborfield Cross, Berkshire",51.427,-0.955
"RG20","Ashmansworth, Hampshire",51.403,-1.335
"RG21","Basingstoke, Hampshire",51.266,-1.089
"RG22","Kempshott, Hampshire",51.25,-1.122
"RG23","East Oakley, Hampshire",51.26,-1.146
"RG24","Chineham, Hampshire",51.281,-1.071
"RG25","Ashe, Hampshire",51.228,-1.162
"RG26","Baughurst, Hampshire",51.35,-1.119
"RG27","Bramshill, Hampshire",51.3,-0.941
"RG28","Freefolk, Hampshire",51.234,-1.334
"RG29","Greywell, Hampshire",51.247,-0.946
"RG30","",51.451,-1.012
"RG31","Burghfield, Berkshire",51.456,-1.041
"RG4","Cane End, Oxfordshire",51.48,-0.968
"RG40","Finchampstead, Berkshire",51.399,-0.835
"RG41","Barkham, Berkshire",51.415,-0.857
"RG42","Binfield, Berkshire",51.427,-0.754
"RG45","Crowthorne, Berkshire",51.375,-0.8
"RG5","Woodley, Berkshire",51.452,-0.906
"RG6","",51.439,-0.931
"RG7","Aldermaston Soke, Hampshire",51.398,-1.077
"RG8","Aldworth, Berkshire",51.505,-1.105
"RG9","Aston, Berkshire",51.544,-0.922
"RH1","Bletchingley, Surrey",51.237,-0.157
"RH10","Copthorne, Surrey",51.117,-0.157
"RH11","Crawley, West Sussex",51.111,-0.205
"RH12","Broadbridge Heath, West Sussex",51.076,-0.333
"RH13","Ashfold Crossways, West Sussex",51.037,-0.325
"RH14","Adversane, West Sussex",51.032,-0.483
"RH15","Burgess Hill, West Sussex",50.957,-0.133
"RH16","Haywards Heath, West Sussex",51.002,-0.097
"RH17","Ansty, West Sussex",51.021,-0.115
"RH18","Ashurstwood, West Sussex",51.097,0.031
"RH19","Brockhurst, West Sussex",51.125,-0.012
"RH2","Doversgreen, Surrey",51.235,-0.202
"RH20","Abingworth, West Sussex",50.937,-0.47
"RH3","Betchworth, Surrey",51.232,-0.279
"RH4","Dorking, Surrey",51.229,-0.334
"RH5","Abinger Common, Surrey",51.194,-0.341
"RH6","Burstow, Surrey",51.171,-0.162
"RH7","Blindley Heath, Surrey",51.174,-0.016
"RH8","Holland, Surrey",51.251,0.003
"RH9","Godstone, Surrey",51.236,-0.068
"RM1","Romford, Greater London",51.581,0.184
"RM10","Dagenham, Greater London",51.545,0.159
"RM11","Romford, Greater London",51.57,0.22
"RM12","Elm Park, Greater London",51.553,0.209
"RM13","Rainham, Greater London",51.524,0.195
"RM14","Bulphan, Essex",51.556,0.264
"RM15","Aveley, Essex",51.508,0.278
"RM16","Baker Street, Essex",51.492,0.341
"RM17","Grays, Essex",51.479,0.33
"RM18","East Tilbury, Essex",51.467,0.377
"RM19","Purfleet, Essex",51.482,0.249
"RM2","Gidea Park, Greater London",51.583,0.202
"RM20","West Thurrock, Essex",51.478,0.289
"RM3","Harold Hill, Greater London",51.602,0.226
"RM4","Abridge, Essex",51.633,0.16
"RM5","Collier Row, Greater London",51.599,0.167
"RM6","Marks Gate, Greater London",51.575,0.133
"RM7","Rush Green, Greater London",51.574,0.17
"RM8","Barking & Dagenham, Greater London",51.556,0.132
"RM9","Becontree, Greater London",51.54,0.136
"S1","Sheffield, South Yorkshire",53.38,-1.468
"S10","Fulwood, South Yorkshire",53.377,-1.517
"S11","",53.361,-1.506
"S12","Gleadless, South Yorkshire",53.348,-1.405
"S13","Handsworth, South Yorkshire",53.364,-1.383
"S14","",53.346,-1.443
"S17","Dore, South Yorkshire",53.321,-1.526
"S18","Apperknowle, Derbyshire",53.299,-1.472
"S2","Sheffield, South Yorkshire",53.37,-1.446
"S20","",53.335,-1.35
"S21","",53.312,-1.339
"S25","",53.369,-1.214
"S26","",53.357,-1.287
"S3","",53.387,-1.472
"S32","",53.295,-1.638
"S33","",53.341,-1.721
"S35","Chapeltown, South Yorkshire",53.457,-1.495
"S36","",53.503,-1.613
"S4","",53.399,-1.45
"S40","Brampton, Derbyshire",53.234,-1.446
"S41","Hasland, Derbyshire",53.247,-1.427
"S42","Alton, Derbyshire",53.201,-1.422
"S43","Barlborough, Derbyshire",53.267,-1.342
"S44","Arkwright, Derbyshire",53.225,-1.313
"S45","Ashover, Derbyshire",53.166,-1.421
"S5","Fir Vale, South Yorkshire",53.422,-1.462
"S6","Birley Carr, South Yorkshire",53.402,-1.51
"S60","Brinsworth, South Yorkshire",53.414,-1.348
"S61","Greasbrough, South Yorkshire",53.443,-1.393
"S62","Nether Haugh, South Yorkshire",53.465,-1.347
"S63","Bolton upon Dearne, South Yorkshire",53.518,-1.329
"S64","Adwick upon Dearne, South Yorkshire",53.491,-1.298
"S65","Dalton, South Yorkshire",53.436,-1.32
"S66","Braithwell, South Yorkshire",53.42,-1.242
"S7","",53.354,-1.489
"S70","Barnsley, South Yorkshire",53.541,-1.473
"S71","Ardsley, South Yorkshire",53.573,-1.456
"S72","Billingley, South Yorkshire",53.578,-1.391
"S73","Brampton, South Yorkshire",53.524,-1.393
"S74","Elsecar, South Yorkshire",53.501,-1.439
"S75","Cawthorne, South Yorkshire",53.562,-1.519
"S8","Beauchief, South Yorkshire",53.34,-1.476
"S80","Carburton, Nottinghamshire",53.292,-1.15
"S81","Blyth, Nottinghamshire",53.338,-1.122
"S9","Darnall, South Yorkshire",53.398,-1.417
"SA1","Bon-y-maen, Swansea",51.627,-3.939
"SA10","Aberdulais, Neath Port Talbot",51.687,-3.799
"SA11","Aber-pergwm, Neath Port Talbot",51.674,-3.761
"SA12","Aberavon, Neath Port Talbot",51.607,-3.794
"SA13","Abergwynfi, Neath Port Talbot",51.606,-3.725
"SA14","Bryn, Carmarthenshire",51.733,-4.107
"SA15","Bancffosfelen, Carmarthenshire",51.7,-4.167
"SA16","Burry Port, Carmarthenshire",51.689,-4.255
"SA17","Broadlay, Carmarthenshire",51.758,-4.286
"SA18","Ammanford, Carmarthenshire",51.798,-3.958
"SA19","Aber Bowlan, Carmarthenshire",51.952,-3.948
"SA2","Dunvant, Swansea",51.62,-3.994
"SA20","Abercrychan, Carmarthenshire",52.01,-3.786
"SA3","Bishopston, Swansea",51.58,-4.051
"SA31","Abergwili, Carmarthenshire",51.856,-4.307
"SA32","Abergorlech, Carmarthenshire",51.886,-4.171
"SA33","Abernant, Carmarthenshire",51.85,-4.436
"SA34","Blaenwaun, Carmarthenshire",51.853,-4.619
"SA35","Bwlch-y-groes, Pembrokeshire",51.973,-4.56
"SA36","Hermon, Pembrokeshire",51.958,-4.607
"SA37","Abercych, Pembrokeshire",52.017,-4.592
"SA38","Aberarad, Carmarthenshire",52.04,-4.474
"SA39","Dol-gran, Carmarthenshire",52.02,-4.241
"SA4","Bolgoed, Swansea",51.671,-4.048
"SA40","Aber, Ceredigion",52.084,-4.174
"SA41","Brynberian, Pembrokeshire",51.997,-4.706
"SA42","Bryn-henllan, Pembrokeshire",52.015,-4.852
"SA43","Aberporth, Ceredigion",52.086,-4.629
"SA44","Aber-banc, Ceredigion",52.086,-4.371
"SA45","Cross Inn, Ceredigion",52.208,-4.358
"SA46","Aberaeron, Ceredigion",52.233,-4.249
"SA47","Llanarth, Ceredigion",52.191,-4.295
"SA48","Abermeurig, Ceredigion",52.144,-4.111
"SA5","Cadle, Swansea",51.649,-3.969
"SA6","Clydach, Swansea",51.675,-3.921
"SA61","Haverfordwest, Pembrokeshire",51.8,-4.973
"SA62","Abercastle, Pembrokeshire",51.841,-5.063
"SA63","Clarbeston Road, Pembrokeshire",51.874,-4.854
"SA64","Dyffryn, Pembrokeshire",52.001,-5.011
"SA65","Fishguard, Pembrokeshire",51.988,-4.968
"SA66","Bletherston, Pembrokeshire",51.881,-4.744
"SA67","Amroth, Pembrokeshire",51.782,-4.732
"SA68","Begelly, Pembrokeshire",51.729,-4.767
"SA69","Pentlepoir, Pembrokeshire",51.71,-4.705
"SA7","Birchgrove, Swansea",51.662,-3.89
"SA70","Carew Cheriton, Pembrokeshire",51.672,-4.738
"SA71","Angle, Pembrokeshire",51.667,-4.929
"SA72","Cosheston, Pembrokeshire",51.692,-4.934
"SA73","Burton, Pembrokeshire",51.717,-5.012
"SA8","Alltwen, Neath Port Talbot",51.721,-3.847
"SA9","Abercraf, Powys",51.781,-3.767
"SE1","Bermondsey, Greater London",51.498,-0.089
"SE10","Greenwich, Greater London",51.481,-0.001
"SE11","Kennington, Greater London",51.489,-0.109
"SE12","Grove Park, Greater London",51.445,0.025
"SE13","Hither Green, Greater London",51.459,-0.008
"SE14","Deptford, Greater London",51.475,-0.041
"SE15","Nunhead, Greater London",51.472,-0.064
"SE16","Bermondsey, Greater London",51.496,-0.052
"SE16AD","Bermondsey, Greater London",51.4965,-0.0938
"SE16AE","Bermondsey, Greater London",51.4963,-0.0925
"SE16AF","Bermondsey, Greater London",51.4954,-0.0924
"SE16AG","Bermondsey, Greater London",51.4956,-0.0908
"SE16AH","Bermondsey, Greater London",51.4944,-0.0932
"SE16AJ","Bermondsey, Greater London",51.4945,-0.0939
"SE16AL","Bermondsey, Greater London",51.4945,-0.0944
"SE16AN","Bermondsey, Greater London",51.4946,-0.0951
"SE16AP","Bermondsey, Greater London",51.4981,-0.095
"SE16AQ","Bermondsey, Greater London",51.4945,-0.0931
"SE16AR","Bermondsey, Greater London",51.4981,-0.095
"SE16AW","Bermondsey, Greater London",51.499,-0.0964
"SE16AZ","Bermondsey, Greater London",51.4982,-0.0965
"SE16BA","Bermondsey, Greater London",51.496,-0.0992
"SE16BB","Bermondsey, Greater London",51.496,-0.0992
"SE16BD","Bermondsey, Greater London",51.4977,-0.0982
"SE16BN","Bermondsey, Greater London",51.4969,-0.0991
"SE16BT","Bermondsey, Greater London",51.496,-0.0992
"SE16BW","Bermondsey, Greater London",51.496,-0.0992
"SE16BX","Bermondsey, Greater London",51.496,-0.0992
"SE16DB","Bermondsey, Greater London",51.496,-0.0992
"SE16DD","Bermondsey, Greater London",51.4981,-0.099
"SE16DF","Bermondsey, Greater London",51.4976,-0.0992
"SE16DG","Bermondsey, Greater London",51.4976,-0.0995
"SE16DH","Bermondsey, Greater London",51.4973,-0.0983
"SE16DP","Bermondsey, Greater London",51.4976,-0.0992
"SE16DQ","Bermondsey, Greater London",51.496,-0.0992
"SE16DR","Bermondsey, Greater London",51.4987,-0.0981
"SE16DS","Bermondsey, Greater London",51.4981,-0.0988
"SE16DX","Bermondsey, Greater London",51.496,-0.0992
"SE16ED","Bermondsey, Greater London",51.4991,-0.0965
"SE16EF","Bermondsey, Greater London",51.4969,-0.0997
"SE16EP","Bermondsey, Greater London",51.4955,-0.1033
"SE16EQ","Bermondsey, Greater London",51.4954,-0.108
"SE16ER","Bermondsey, Greater London",51.4958,-0.1045
"SE16ES","Bermondsey, Greater London",51.4953,-0.1027
"SE16ET","Bermondsey, Greater London",51.4959,-0.1032
"SE16EU","Bermondsey, Greater London",51.4967,-0.1055
"SE16EW","Bermondsey, Greater London",51.4954,-0.1032
"SE16EX","Bermondsey, Greater London",51.497,-0.1061
"SE16EY","Bermondsey, Greater London",51.4974,-0.1048
"SE16EZ","Bermondsey, Greater London",51.4969,-0.1047
"SE16HA","Bermondsey, Greater London",51.4969,-0.1053
"SE16HB","Bermondsey, Greater London",51.4973,-0.1041
"SE16HD","Bermondsey, Greater London",51.4967,-0.1045
"SE16HE","Bermondsey, Greater London",51.4965,-0.1041
"SE16HF","Bermondsey, Greater London",51.4965,-0.1036
"SE16HG","Bermondsey, Greater London",51.4961,-0.1026
"SE16HH","Bermondsey, Greater London",51.496,-0.1024
"SE16HJ","Bermondsey, Greater London",51.4956,-0.1019
"SE16HQ","Bermondsey, Greater London",51.4957,-0.1028
"SE16HR","Bermondsey, Greater London",51.4978,-0.1069
"SE16HS","Bermondsey, Greater London",51.4984,-0.1049
"SE16HT","Bermondsey, Greater London",51.4983,-0.1057
"SE16HU","Bermondsey, Greater London",51.4978,-0.1069
"SE16HW","Bermondsey, Greater London",51.4972,-0.1041
"SE16HX","Bermondsey, Greater London",51.4981,-0.1087
"SE16HY","Bermondsey, Greater London",51.4978,-0.1088
"SE16HZ","Bermondsey, Greater London",51.496,-0.1083
"SE16JP","Bermondsey, Greater London",51.4956,-0.1019
"SE16JR","Bermondsey, Greater London",51.4958,-0.1019
"SE16JS","Bermondsey, Greater London",51.4958,-0.1019
"SE16JW","Bermondsey, Greater London",51.4968,-0.1027
"SE16JX","Bermondsey, Greater London",51.4973,-0.1035
"SE16JY","Bermondsey, Greater London",51.4973,-0.1035
"SE16JZ","Bermondsey, Greater London",51.4979,-0.1042
"SE16LF","Bermondsey, Greater London",51.4981,-0.1037
"SE16LH","Bermondsey, Greater London",51.4963,-0.1007
"SE16LN","Bermondsey, Greater London",51.4969,-0.1013
"SE16LS","Bermondsey, Greater London",51.4978,-0.098
"SE16LW","Bermondsey, Greater London",51.4958,-0.1007
"SE16NG","Bermondsey, Greater London",51.4981,-0.1016
"SE16NJ","Bermondsey, Greater London",51.4974,-0.1023
"SE16NL","Bermondsey, Greater London",51.4996,-0.0923
"SE16NP","Bermondsey, Greater London",51.4985,-0.0998
"SE16NR","Bermondsey, Greater London",51.4996,-0.0923
"SE16NT","Bermondsey, Greater London",51.4966,-0.0989
"SE16NX","Bermondsey, Greater London",51.498,-0.0978
"SE16NY","Bermondsey, Greater London",51.4972,-0.0978
"SE16NZ","Bermondsey, Greater London",51.4971,-0.0985
"SE16PA","Bermondsey, Greater London",51.4996,-0.0923
"SE16PB","Bermondsey, Greater London",51.4958,-0.0961
"SE16PD","Bermondsey, Greater London",51.4964,-0.0986
"SE16PE","Bermondsey, Greater London",51.4965,-0.0983
"SE16PF","Bermondsey, Greater London",51.4956,-0.0972
"SE16PG","Bermondsey, Greater London",51.4953,-0.0961
"SE16PH","Bermondsey, Greater London",51.4952,-0.0975
"SE16PJ","Bermondsey, Greater London",51.4952,-0.0975
"SE16PL","Bermondsey, Greater London",51.4962,-0.0976
"SE16PN","Bermondsey, Greater London",51.4965,-0.0972
"SE16PP","Bermondsey, Greater London",51.497,-0.097
"SE16PQ","Bermondsey, Greater London",51.4954,-0.097
"SE16PR","Bermondsey, Greater London",51.497,-0.097
"SE16PS","Bermondsey, Greater London",51.4968,-0.0966
"SE16PT","Bermondsey, Greater London",51.4969,-0.0963
"SE16PU","Bermondsey, Greater London",51.4971,-0.096
"SE16PW","Bermondsey, Greater London",51.4966,-0.0969
"SE16PX","Bermondsey, Greater London",51.4973,-0.0958
"SE16QD","Bermondsey, Greater London",51.4973,-0.095
"SE16QE","Bermondsey, Greater London",51.4968,-0.0959
"SE16QF","Bermondsey, Greater London",51.4964,-0.0966
"SE16QG","Bermondsey, Greater London",51.4961,-0.0967
"SE16QH","Bermondsey, Greater London",51.4958,-0.0961
"SE16QJ","Bermondsey, Greater London",51.4962,-0.0959
"SE16QL","Bermondsey, Greater London",51.4962,-0.0959
"SE16QN","Bermondsey, Greater London",51.4962,-0.0947
"SE16QP","Bermondsey, Greater London",51.4958,-0.0953
"SE16QQ","Bermondsey, Greater London",51.496,-0.0972
"SE16QS","Bermondsey, Greater London",51.4996,-0.0923
"SE16QW","Bermondsey, Greater London",51.4962,-0.0947
"SE16RB","Bermondsey, Greater London",51.4947,-0.0963
"SE16RD","Bermondsey, Greater London",51.4947,-0.0959
"SE16RF","Bermondsey, Greater London",51.4947,-0.0951
"SE16RG","Bermondsey, Greater London",51.4948,-0.0966
"SE16RH","Bermondsey, Greater London",51.4951,-0.0944
"SE16RJ","Bermondsey, Greater London",51.4954,-0.0933
"SE16RL","Bermondsey, Greater London",51.4954,-0.0933
"SE16RN","Bermondsey, Greater London",51.4958,-0.094
"SE16RP","Bermondsey, Greater London",51.4965,-0.0938
"SE16RQ","Bermondsey, Greater London",51.4951,-0.0944
"SE16RT","Bermondsey, Greater London",51.4951,-0.095
"SE16RW","Bermondsey, Greater London",51.4958,-0.094
"SE16RY","Bermondsey, Greater London",51.4947,-0.0952
"SE16SB","Bermondsey, Greater London",51.4945,-0.1012
"SE16SD","Bermondsey, Greater London",51.4941,-0.1012
"SE16SE","Bermondsey, Greater London",51.4926,-0.1006
"SE16SF","Bermondsey, Greater London",51.4925,-0.101
"SE16SG","Bermondsey, Greater London",51.4926,-0.1006
"SE16SJ","Bermondsey, Greater London",51.4996,-0.0923
"SE16SL","Bermondsey, Greater London",51.4922,-0.0999
"SE16SN","Bermondsey, Greater London",51.4924,-0.0989
"SE16SP","Bermondsey, Greater London",51.4924,-0.0993
"SE16SQ","Bermondsey, Greater London",51.4936,-0.1016
"SE16SW","Bermondsey, Greater London",51.4927,-0.0989
"SE16SX","Bermondsey, Greater London",51.4929,-0.1001
"SE16SY","Bermondsey, Greater London",51.4929,-0.1001
"SE16SZ","Bermondsey, Greater London",51.4938,-0.0997
"SE16TA","Bermondsey, Greater London",51.4938,-0.0997
"SE16TB","Bermondsey, Greater London",51.4945,-0.1
"SE16TE","Bermondsey, Greater London",51.4945,-0.0999
"SE16TG","Bermondsey, Greater London",51.4945,-0.1003
"SE16TH","Bermondsey, Greater London",51.4929,-0.1001
"SE16TJ","Bermondsey, Greater London",51.4947,-0.0987
"SE16TL","Bermondsey, Greater London",51.4921,-0.1005
"SE16TQ","Bermondsey, Greater London",51.4945,-0.0999
"SE16TT","Bermondsey, Greater London",51.4938,-0.0997
"SE16TU","Bermondsey, Greater London",51.4938,-0.0937
"SE16TW","Bermondsey, Greater London",51.4946,-0.0977
"SE16TX","Bermondsey, Greater London",51.4938,-0.0932
"SE16TY","Bermondsey, Greater London",51.4938,-0.0929
"SE16UA","Bermondsey, Greater London",51.4939,-0.0921
"SE16WA","Bermondsey, Greater London",51.4961,-0.092
"SE16WD","Bermondsey, Greater London",51.4996,-0.0923
"SE16WG","Bermondsey, Greater London",51.496,-0.092
"SE16WH","Bermondsey, Greater London",51.4996,-0.0923
"SE16WJ","Bermondsey, Greater London",51.4996,-0.0923
"SE16WP","Bermondsey, Greater London",51.4996,-0.0923
"SE16WS","Bermondsey, Greater London",51.4996,-0.0923
"SE16WT","Bermondsey, Greater London",51.4996,-0.0923
"SE16WU","Bermondsey, Greater London",51.4996,-0.0923
"SE16WW","Bermondsey, Greater London",51.4996,-0.0923
"SE16WX","Bermondsey, Greater London",51.4996,-0.0923
"SE16WY","Bermondsey, Greater London",51.496,-0.092
"SE16XA","Bermondsey, Greater London",51.4996,-0.0923
"SE16XE","Bermondsey, Greater London",51.4996,-0.0923
"SE16XF","Bermondsey, Greater London",51.4996,-0.0923
"SE16XG","Bermondsey, Greater London",51.4996,-0.0923
"SE16XH","Bermondsey, Greater London",51.4996,-0.0923
"SE16XQ","Bermondsey, Greater London",51.4996,-0.0923
"SE16XS","Bermondsey, Greater London",51.496,-0.092
"SE16XT","Bermondsey, Greater London",51.4996,-0.0923
"SE16XY","Bermondsey, Greater London",51.4996,-0.0923
"SE16XZ","Bermondsey, Greater London",51.4996,-0.0923
"SE16YA","Bermondsey, Greater London",51.4996,-0.0923
"SE16YE","Bermondsey, Greater London",51.4996,-0.0923
"SE16YG","Bermondsey, Greater London",51.496,-0.092
"SE16YH","Bermondsey, Greater London",51.496,-0.092
"SE16YL","Bermondsey, Greater London",51.4996,-0.0923
"SE16YQ","Bermondsey, Greater London",51.496,-0.092
"SE16ZA","Bermondsey, Greater London",51.4996,-0.0923
"SE16ZB","Bermondsey, Greater London",51.4996,-0.0923
"SE16ZE","Bermondsey, Greater London",51.4996,-0.0923
"SE16ZG","Bermondsey, Greater London",51.4996,-0.0923
"SE16ZU","Bermondsey, Greater London",51.4996,-0.0923
"SE16ZW","Bermondsey, Greater London",51.496,-0.092
"SE17","Elephant & Castle, Greater London",51.488,-0.092
"SE17AA","Bermondsey, Greater London",51.5021,-0.1106
"SE17AB","Bermondsey, Greater London",51.5015,-0.1117
"SE17AD","Bermondsey, Greater London",51.501,-0.1128
"SE17AE","Bermondsey, Greater London",51.5005,-0.1137
"SE17AJ","Bermondsey, Greater London",51.5001,-0.1128
"SE17AL","Bermondsey, Greater London",51.5001,-0.1128
"SE17AN","Bermondsey, Greater London",51.5001,-0.1119
"SE17AQ","Bermondsey, Greater London",51.5021,-0.1163
"SE17AR","Bermondsey, Greater London",51.4998,-0.1123
"SE17AT","Bermondsey, Greater London",51.4997,-0.112
"SE17AU","Bermondsey, Greater London",51.5005,-0.1107
"SE17AW","Bermondsey, Greater London",51.5021,-0.1163
"SE17AX","Bermondsey, Greater London",51.5005,-0.1107
"SE17AY","Bermondsey, Greater London",51.501,-0.1102
"SE17AZ","Bermondsey, Greater London",51.5008,-0.1104
"SE17BA","Bermondsey, Greater London",51.5008,-0.1094
"SE17BB","Bermondsey, Greater London",51.5002,-0.1094
"SE17BD","Bermondsey, Greater London",51.4999,-0.1103
"SE17BE","Bermondsey, Greater London",51.5009,-0.1088
"SE17BG","Bermondsey, Greater London",51.5002,-0.109
"SE17BJ","Bermondsey, Greater London",51.4969,-0.1121
"SE17BL","Bermondsey, Greater London",51.4975,-0.1122
"SE17BN","Bermondsey, Greater London",51.498,-0.1124
"SE17BU","Bermondsey, Greater London",51.4972,-0.1137
"SE17BW","Bermondsey, Greater London",51.4976,-0.1123
"SE17BX","Bermondsey, Greater London",51.4974,-0.1122
"SE17BY","Bermondsey, Greater London",51.4968,-0.113
"SE17BZ","Bermondsey, Greater London",51.4968,-0.113
"SE17DA","Bermondsey, Greater London",51.4968,-0.113
"SE17DB","Bermondsey, Greater London",51.4982,-0.1135
"SE17DD","Bermondsey, Greater London",51.4965,-0.1143
"SE17DE","Bermondsey, Greater London",51.496,-0.1143
"SE17DF","Bermondsey, Greater London",51.4962,-0.1135
"SE17DG","Bermondsey, Greater London",51.4959,-0.1131
"SE17DJ","Bermondsey, Greater London",51.4982,-0.1135
"SE17DP","Bermondsey, Greater London",51.4986,-0.1128
"SE17DQ","Bermondsey, Greater London",51.4962,-0.1122
"SE17DR","Bermondsey, Greater London",51.4989,-0.114
"SE17DU","Bermondsey, Greater London",51.4982,-0.1135
"SE17DX","Bermondsey, Greater London",51.4976,-0.1133
"SE17DZ","Bermondsey, Greater London",51.4972,-0.1137
"SE17EA","Bermondsey, Greater London",51.4977,-0.1138
"SE17ED","Bermondsey, Greater London",51.4973,-0.1137
"SE17EE","Bermondsey, Greater London",51.496,-0.1128
"SE17EF","Bermondsey, Greater London",51.4975,-0.1141
"SE17EG","Bermondsey, Greater London",51.4979,-0.1141
"SE17EH","Bermondsey, Greater London",51.4979,-0.1196
"SE17EL","Bermondsey, Greater London",51.5002,-0.1142
"SE17EP","Bermondsey, Greater London",51.5004,-0.1176
"SE17EQ","Bermondsey, Greater London",51.4992,-0.1166
"SE17ER","Bermondsey, Greater London",51.4999,-0.1162
"SE17EU","Bermondsey, Greater London",51.4999,-0.1162
"SE17EW","Bermondsey, Greater London",51.5004,-0.1176
"SE17FA","Bermondsey, Greater London",51.4996,-0.0923
"SE17FF","Bermondsey, Greater London",51.4996,-0.0923
"SE17FW","Bermondsey, Greater London",51.4966,-0.1157
"SE17GA","Bermondsey, Greater London",51.5016,-0.1175
"SE17GB","Bermondsey, Greater London",51.5016,-0.1175
"SE17GD","Bermondsey, Greater London",51.5016,-0.1175
"SE17GE","Bermondsey, Greater London",51.5016,-0.1175
"SE17GF","Bermondsey, Greater London",51.5026,-0.1167
"SE17GH","Bermondsey, Greater London",51.5026,-0.1167
"SE17GL","Bermondsey, Greater London",51.5015,-0.118
"SE17GN","Bermondsey, Greater London",51.5022,-0.1176
"SE17GP","Bermondsey, Greater London",51.5015,-0.118
"SE17GQ","Bermondsey, Greater London",51.5022,-0.1176
"SE17HA","Bermondsey, Greater London",51.4985,-0.1119
"SE17HD","Bermondsey, Greater London",51.492,-0.1207
"SE17HE","Bermondsey, Greater London",51.492,-0.1207
"SE17HF","Bermondsey, Greater London",51.492,-0.1207
"SE17HG","Bermondsey, Greater London",51.492,-0.1207
"SE17HH","Bermondsey, Greater London",51.492,-0.1207
"SE17HJ","Bermondsey, Greater London",51.4993,-0.114
"SE17HL","Bermondsey, Greater London",51.4973,-0.1103
"SE17HN","Bermondsey, Greater London",51.4978,-0.1114
"SE17HP","Bermondsey, Greater London",51.4989,-0.1131
"SE17HR","Bermondsey, Greater London",51.4991,-0.1133
"SE17HS","Bermondsey, Greater London",51.4984,-0.1116
"SE17HT","Bermondsey, Greater London",51.4979,-0.1099
"SE17HW","Bermondsey, Greater London",51.4988,-0.1129
"SE17HX","Bermondsey, Greater London",51.492,-0.1207
"SE17HY","Bermondsey, Greater London",51.4982,-0.1088
"SE17HZ","Bermondsey, Greater London",51.4984,-0.1116
"SE17JA","Bermondsey, Greater London",51.5028,-0.1192
"SE17JB","Bermondsey, Greater London",51.4983,-0.1073
"SE17JD","Bermondsey, Greater London",51.4991,-0.1133
"SE17JE","Bermondsey, Greater London",51.4982,-0.1083
"SE17JF","Bermondsey, Greater London",51.4955,-0.1164
"SE17JG","Bermondsey, Greater London",51.4974,-0.111
"SE17JH","Bermondsey, Greater London",51.495,-0.1168
"SE17JJ","Bermondsey, Greater London",51.495,-0.1168
"SE17JL","Bermondsey, Greater London",51.4945,-0.1186
"SE17JN","Bermondsey, Greater London",51.4945,-0.1192
"SE17JP","Bermondsey, Greater London",51.4947,-0.1183
"SE17JQ","Bermondsey, Greater London",51.4982,-0.1109
"SE17JR","Bermondsey, Greater London",51.4931,-0.1199
"SE17JS","Bermondsey, Greater London",51.4931,-0.1205
"SE17JT","Bermondsey, Greater London",51.4953,-0.1201
"SE17JU","Bermondsey, Greater London",51.4953,-0.1201
"SE17JW","Bermondsey, Greater London",51.4955,-0.1164
"SE17JX","Bermondsey, Greater London",51.4952,-0.1189
"SE17JY","Bermondsey, Greater London",51.4954,-0.1169
"SE17LA","Bermondsey, Greater London",51.4996,-0.0923
"SE17LB","Bermondsey, Greater London",51.495,-0.1202
"SE17LD","Bermondsey, Greater London",51.4964,-0.1151
"SE17LE","Bermondsey, Greater London",51.4963,-0.116
